"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MUS","LANDCOVER","VEGELOSS2004","PC","A","2018",22.9256080114,
"MUS","LANDCOVER","VEGELOSS2004","PC","A","2019",23.8316642823,
"MDA","LANDCOVER","VEGEGAIN1992","PC","A","2004",6.9494339623,
"MDA","LANDCOVER","VEGEGAIN1992","PC","A","2018",9.5426415094,
"MDA","LANDCOVER","VEGEGAIN1992","PC","A","2019",9.8022641509,
"MDA","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.5730994152,
"MDA","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.8326914848,
"MDA","LANDCOVER","VEGELOSS1992","PC","A","2004",1.1230188679,
"MDA","LANDCOVER","VEGELOSS1992","PC","A","2018",1.44,
"MDA","LANDCOVER","VEGELOSS1992","PC","A","2019",1.5366037736,
"MDA","LANDCOVER","VEGELOSS2004","PC","A","2018",0.4221936956,
"MDA","LANDCOVER","VEGELOSS2004","PC","A","2019",0.5277421195,
"MNG","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.1749035421,
"MNG","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.0108664408,
"MNG","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.7882683736,
"MNG","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.2617456903,
"MNG","LANDCOVER","VEGEGAIN2004","PC","A","2019",4.1053349023,
"MNG","LANDCOVER","VEGELOSS1992","PC","A","2004",2.450637452,
"MNG","LANDCOVER","VEGELOSS1992","PC","A","2018",3.0076336341,
"MNG","LANDCOVER","VEGELOSS1992","PC","A","2019",3.2489402791,
"MNG","LANDCOVER","VEGELOSS2004","PC","A","2018",0.9533297286,
"MNG","LANDCOVER","VEGELOSS2004","PC","A","2019",1.2538961267,
"MAR","LANDCOVER","VEGEGAIN1992","PC","A","2004",7.2309560407,
"MAR","LANDCOVER","VEGEGAIN1992","PC","A","2018",12.1378624479,
"MAR","LANDCOVER","VEGEGAIN1992","PC","A","2019",12.4701710648,
"MAR","LANDCOVER","VEGEGAIN2004","PC","A","2018",4.9343320141,
"MAR","LANDCOVER","VEGEGAIN2004","PC","A","2019",5.2811380862,
"MAR","LANDCOVER","VEGELOSS1992","PC","A","2004",3.0160436837,
"MAR","LANDCOVER","VEGELOSS1992","PC","A","2018",5.1615542582,
"MAR","LANDCOVER","VEGELOSS1992","PC","A","2019",5.2379113662,
"MAR","LANDCOVER","VEGELOSS2004","PC","A","2018",2.284619252,
"MAR","LANDCOVER","VEGELOSS2004","PC","A","2019",2.3858256272,
"MOZ","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.4126630213,
"MOZ","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.9697442955,
"MOZ","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.9946154332,
"MOZ","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.7400523038,
"MOZ","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.7732599298,
"MOZ","LANDCOVER","VEGELOSS1992","PC","A","2004",2.6531245891,
"MOZ","LANDCOVER","VEGELOSS1992","PC","A","2018",3.2145772936,
"MOZ","LANDCOVER","VEGELOSS1992","PC","A","2019",3.2633647566,
"MOZ","LANDCOVER","VEGELOSS2004","PC","A","2018",0.7445239189,
"MOZ","LANDCOVER","VEGELOSS2004","PC","A","2019",0.8021959867,
"MMR","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.6492699998,
"MMR","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.7396433598,
"MMR","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.0500915408,
"MMR","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.2653203253,
"MMR","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.6113498982,
"MMR","LANDCOVER","VEGELOSS1992","PC","A","2004",2.418826381,
"MMR","LANDCOVER","VEGELOSS1992","PC","A","2018",3.1022776929,
"MMR","LANDCOVER","VEGELOSS1992","PC","A","2019",3.1647451778,
"MMR","LANDCOVER","VEGELOSS2004","PC","A","2018",0.8510678461,
"MMR","LANDCOVER","VEGELOSS2004","PC","A","2019",0.9446495148,
"NAM","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.5821769119,
"NAM","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.1198683056,
"NAM","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.1707997826,
"NAM","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.5720574409,
"NAM","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.6269874448,
"NAM","LANDCOVER","VEGELOSS1992","PC","A","2004",0.628270919,
"NAM","LANDCOVER","VEGELOSS1992","PC","A","2018",1.2519684482,
"NAM","LANDCOVER","VEGELOSS1992","PC","A","2019",1.2808972391,
"NAM","LANDCOVER","VEGELOSS2004","PC","A","2018",0.6581032384,
"NAM","LANDCOVER","VEGELOSS2004","PC","A","2019",0.6910204095,
"NIC","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.247621818,
"NIC","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.733697274,
"NIC","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.9252697783,
"NIC","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.9384058884,
"NIC","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.2113626173,
"NIC","LANDCOVER","VEGELOSS1992","PC","A","2004",7.8181350911,
"NIC","LANDCOVER","VEGELOSS1992","PC","A","2018",9.9918005085,
"NIC","LANDCOVER","VEGELOSS1992","PC","A","2019",10.1359270462,
"NIC","LANDCOVER","VEGELOSS2004","PC","A","2018",2.6743512366,
"NIC","LANDCOVER","VEGELOSS2004","PC","A","2019",2.8965253183,
"NER","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.0523037433,
"NER","LANDCOVER","VEGEGAIN1992","PC","A","2018",9.4902122581,
"NER","LANDCOVER","VEGEGAIN1992","PC","A","2019",10.4718523677,
"NER","LANDCOVER","VEGEGAIN2004","PC","A","2018",7.6541943164,
"NER","LANDCOVER","VEGEGAIN2004","PC","A","2019",8.6783161883,
"NER","LANDCOVER","VEGELOSS1992","PC","A","2004",2.3069691713,
"NER","LANDCOVER","VEGELOSS1992","PC","A","2018",3.8243841386,
"NER","LANDCOVER","VEGELOSS1992","PC","A","2019",4.0534085764,
"NER","LANDCOVER","VEGELOSS2004","PC","A","2018",1.7185848235,
"NER","LANDCOVER","VEGELOSS2004","PC","A","2019",1.9881694783,
"NGA","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.5993829059,
"NGA","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.5032712342,
"NGA","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.2459151988,
"NGA","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.4362603985,
"NGA","LANDCOVER","VEGEGAIN2004","PC","A","2019",3.296698938,
"NGA","LANDCOVER","VEGELOSS1992","PC","A","2004",8.9671000576,
"NGA","LANDCOVER","VEGELOSS1992","PC","A","2018",14.9229918344,
"NGA","LANDCOVER","VEGELOSS1992","PC","A","2019",15.2780716544,
"NGA","LANDCOVER","VEGELOSS2004","PC","A","2018",6.8105490633,
"NGA","LANDCOVER","VEGELOSS2004","PC","A","2019",7.2525976714,
"OMN","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.313752218,
"OMN","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.5452590512,
"OMN","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.6431842129,
"OMN","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.3143168825,
"OMN","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.4201733298,
"OMN","LANDCOVER","VEGELOSS1992","PC","A","2004",3.3658836571,
"OMN","LANDCOVER","VEGELOSS1992","PC","A","2018",3.4955365711,
"OMN","LANDCOVER","VEGELOSS1992","PC","A","2019",3.4904444627,
"OMN","LANDCOVER","VEGELOSS2004","PC","A","2018",0.1777741864,
"OMN","LANDCOVER","VEGELOSS2004","PC","A","2019",0.1773701541,
"PAK","LANDCOVER","VEGEGAIN1992","PC","A","2004",7.6622631343,
"PAK","LANDCOVER","VEGEGAIN1992","PC","A","2018",14.2404513715,
"PAK","LANDCOVER","VEGEGAIN1992","PC","A","2019",14.8776362255,
"PAK","LANDCOVER","VEGEGAIN2004","PC","A","2018",6.5337452109,
"PAK","LANDCOVER","VEGEGAIN2004","PC","A","2019",7.1797534602,
"PAK","LANDCOVER","VEGELOSS1992","PC","A","2004",2.8854668678,
"PAK","LANDCOVER","VEGELOSS1992","PC","A","2018",3.6925676828,
"PAK","LANDCOVER","VEGELOSS1992","PC","A","2019",3.7648926207,
"PAK","LANDCOVER","VEGELOSS2004","PC","A","2018",1.0257628829,
"PAK","LANDCOVER","VEGELOSS2004","PC","A","2019",1.1326632989,
"PAN","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.4806066104,
"PAN","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.5213111161,
"PAN","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.6070000061,
"PAN","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.2821161271,
"PAN","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.3895463557,
"PAN","LANDCOVER","VEGELOSS1992","PC","A","2004",3.4423190488,
"PAN","LANDCOVER","VEGELOSS1992","PC","A","2018",4.0958680604,
"PAN","LANDCOVER","VEGELOSS1992","PC","A","2019",4.1483772381,
"PAN","LANDCOVER","VEGELOSS2004","PC","A","2018",0.8672041283,
"PAN","LANDCOVER","VEGELOSS2004","PC","A","2019",0.94079073,
"PNG","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.3401607297,
"PNG","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.6990376655,
"PNG","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.7033435411,
"PNG","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.7602895009,
"PNG","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.7799689809,
"PNG","LANDCOVER","VEGELOSS1992","PC","A","2004",3.2203930863,
"PNG","LANDCOVER","VEGELOSS1992","PC","A","2018",3.6426559559,
"PNG","LANDCOVER","VEGELOSS1992","PC","A","2019",3.8826367575,
"PNG","LANDCOVER","VEGELOSS2004","PC","A","2018",0.8057274503,
"PNG","LANDCOVER","VEGELOSS2004","PC","A","2019",1.0655980065,
"PRY","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.6064299343,
"PRY","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.0596116242,
"PRY","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.1235835259,
"PRY","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.6384809526,
"PRY","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.7260678878,
"PRY","LANDCOVER","VEGELOSS1992","PC","A","2004",5.1698773848,
"PRY","LANDCOVER","VEGELOSS1992","PC","A","2018",8.217640939,
"PRY","LANDCOVER","VEGELOSS1992","PC","A","2019",8.3039793129,
"PRY","LANDCOVER","VEGELOSS2004","PC","A","2018",3.357126791,
"PRY","LANDCOVER","VEGELOSS2004","PC","A","2019",3.4681496863,
"PER","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.2721572671,
"PER","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.6786075359,
"PER","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.8038443511,
"PER","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.5024528952,
"PER","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.6409288913,
"PER","LANDCOVER","VEGELOSS1992","PC","A","2004",1.4730116213,
"PER","LANDCOVER","VEGELOSS1992","PC","A","2018",1.620242032,
"PER","LANDCOVER","VEGELOSS1992","PC","A","2019",1.6398637691,
"PER","LANDCOVER","VEGELOSS2004","PC","A","2018",0.240082349,
"PER","LANDCOVER","VEGELOSS2004","PC","A","2019",0.2716595684,
"PHL","LANDCOVER","VEGEGAIN1992","PC","A","2004",6.5436004216,
"PHL","LANDCOVER","VEGEGAIN1992","PC","A","2018",11.284031678,
"PHL","LANDCOVER","VEGEGAIN1992","PC","A","2019",11.3472848428,
"PHL","LANDCOVER","VEGEGAIN2004","PC","A","2018",5.3003181659,
"PHL","LANDCOVER","VEGEGAIN2004","PC","A","2019",5.4355517583,
"PHL","LANDCOVER","VEGELOSS1992","PC","A","2004",5.4999232034,
"PHL","LANDCOVER","VEGELOSS1992","PC","A","2018",8.5149655021,
"PHL","LANDCOVER","VEGELOSS1992","PC","A","2019",8.9121893237,
"PHL","LANDCOVER","VEGELOSS2004","PC","A","2018",3.5927507007,
"PHL","LANDCOVER","VEGELOSS2004","PC","A","2019",4.0585053768,
"QAT","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.1615130591,
"QAT","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.3416391474,
"QAT","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.3416391474,
"QAT","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.4319654428,
"QAT","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.4319654428,
"QAT","LANDCOVER","VEGELOSS1992","PC","A","2004",4.8634043831,
"QAT","LANDCOVER","VEGELOSS1992","PC","A","2018",8.8261783248,
"QAT","LANDCOVER","VEGELOSS1992","PC","A","2019",9.7868507956,
"QAT","LANDCOVER","VEGELOSS2004","PC","A","2018",4.3196544276,
"QAT","LANDCOVER","VEGELOSS2004","PC","A","2019",5.3070040111,
"ROU","LANDCOVER","VEGEGAIN1992","PC","A","2004",4.223849032,
"ROU","LANDCOVER","VEGEGAIN1992","PC","A","2018",5.6759394827,
"ROU","LANDCOVER","VEGEGAIN1992","PC","A","2019",5.682284041,
"ROU","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.5523955274,
"ROU","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.5721985114,
"ROU","LANDCOVER","VEGELOSS1992","PC","A","2004",1.5366845616,
"ROU","LANDCOVER","VEGELOSS1992","PC","A","2018",2.0347323898,
"ROU","LANDCOVER","VEGELOSS1992","PC","A","2019",2.1333170652,
"ROU","LANDCOVER","VEGELOSS2004","PC","A","2018",0.6233187267,
"ROU","LANDCOVER","VEGELOSS2004","PC","A","2019",0.7329480465,
"RUS","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.4072212075,
"RUS","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.7986362105,
"RUS","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.8274222829,
"RUS","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.4280578257,
"RUS","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.4603885303,
"RUS","LANDCOVER","VEGELOSS1992","PC","A","2004",0.6169098339,
"RUS","LANDCOVER","VEGELOSS1992","PC","A","2018",1.0132496724,
"RUS","LANDCOVER","VEGELOSS1992","PC","A","2019",1.1379798123,
"RUS","LANDCOVER","VEGELOSS2004","PC","A","2018",0.4329930097,
"RUS","LANDCOVER","VEGELOSS2004","PC","A","2019",0.5614693884,
"RWA","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.2051639916,
"RWA","LANDCOVER","VEGEGAIN1992","PC","A","2018",8.8916026983,
"RWA","LANDCOVER","VEGEGAIN1992","PC","A","2019",9.3044894161,
"RWA","LANDCOVER","VEGEGAIN2004","PC","A","2018",7.7627936957,
"RWA","LANDCOVER","VEGEGAIN2004","PC","A","2019",8.2430707398,
"RWA","LANDCOVER","VEGELOSS1992","PC","A","2004",10.1826006048,
"RWA","LANDCOVER","VEGELOSS1992","PC","A","2018",10.7385438474,
"RWA","LANDCOVER","VEGELOSS1992","PC","A","2019",10.7327285415,
"RWA","LANDCOVER","VEGELOSS2004","PC","A","2018",1.1008455404,
"RWA","LANDCOVER","VEGELOSS2004","PC","A","2019",1.1261232795,
"SAU","LANDCOVER","VEGEGAIN1992","PC","A","2004",6.23704845,
"SAU","LANDCOVER","VEGEGAIN1992","PC","A","2018",9.2639040675,
"SAU","LANDCOVER","VEGEGAIN1992","PC","A","2019",10.3874168165,
"SAU","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.2985192179,
"SAU","LANDCOVER","VEGEGAIN2004","PC","A","2019",4.4789378678,
"SAU","LANDCOVER","VEGELOSS1992","PC","A","2004",4.5062933833,
"SAU","LANDCOVER","VEGELOSS1992","PC","A","2018",5.9706023454,
"SAU","LANDCOVER","VEGELOSS1992","PC","A","2019",5.822300255,
"SAU","LANDCOVER","VEGELOSS2004","PC","A","2018",1.7625563182,
"SAU","LANDCOVER","VEGELOSS2004","PC","A","2019",1.6927976362,
"SEN","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.4215289733,
"SEN","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.8990500747,
"SEN","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.2634106146,
"SEN","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.5393579163,
"SEN","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.9227375875,
"SEN","LANDCOVER","VEGELOSS1992","PC","A","2004",1.4397387661,
"SEN","LANDCOVER","VEGELOSS1992","PC","A","2018",2.0263033609,
"SEN","LANDCOVER","VEGELOSS1992","PC","A","2019",2.1567556091,
"SEN","LANDCOVER","VEGELOSS2004","PC","A","2018",0.6495231225,
"SEN","LANDCOVER","VEGELOSS2004","PC","A","2019",0.796588325,
"SLE","LANDCOVER","VEGEGAIN1992","PC","A","2004",3.9111215582,
"SLE","LANDCOVER","VEGEGAIN1992","PC","A","2018",6.0351413293,
"SLE","LANDCOVER","VEGEGAIN1992","PC","A","2019",8.038040391,
"SLE","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.5298135548,
"SLE","LANDCOVER","VEGEGAIN2004","PC","A","2019",4.7076274239,
"SLE","LANDCOVER","VEGELOSS1992","PC","A","2004",4.2075571487,
"SLE","LANDCOVER","VEGELOSS1992","PC","A","2018",7.1872571873,
"SLE","LANDCOVER","VEGELOSS1992","PC","A","2019",7.6981841688,
"SLE","LANDCOVER","VEGELOSS2004","PC","A","2018",3.3880379046,
"SLE","LANDCOVER","VEGELOSS2004","PC","A","2019",4.0694438078,
"SGP","LANDCOVER","VEGEGAIN1992","PC","A","2004",3.9057239057,
"SGP","LANDCOVER","VEGEGAIN1992","PC","A","2018",9.0909090909,
"SGP","LANDCOVER","VEGEGAIN1992","PC","A","2019",9.5622895623,
"SGP","LANDCOVER","VEGEGAIN2004","PC","A","2018",8.8207985144,
"SGP","LANDCOVER","VEGEGAIN2004","PC","A","2019",9.0993500464,
"SGP","LANDCOVER","VEGELOSS1992","PC","A","2004",31.3804713805,
"SGP","LANDCOVER","VEGELOSS1992","PC","A","2018",43.771043771,
"SGP","LANDCOVER","VEGELOSS1992","PC","A","2019",44.5117845118,
"SGP","LANDCOVER","VEGELOSS2004","PC","A","2018",18.7558031569,
"SGP","LANDCOVER","VEGELOSS2004","PC","A","2019",19.4057567317,
"SVN","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.6107004667,
"SVN","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.9852012618,
"SVN","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.0204240198,
"SVN","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.4647447924,
"SVN","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.5044115913,
"SVN","LANDCOVER","VEGELOSS1992","PC","A","2004",3.9791356957,
"SVN","LANDCOVER","VEGELOSS1992","PC","A","2018",6.2064571603,
"SVN","LANDCOVER","VEGELOSS1992","PC","A","2019",6.3007298363,
"SVN","LANDCOVER","VEGELOSS2004","PC","A","2018",2.3821520847,
"SVN","LANDCOVER","VEGELOSS2004","PC","A","2019",2.4829271953,
"SOM","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.4634931452,
"SOM","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.6928756298,
"SOM","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.0735227508,
"SOM","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.4078652267,
"SOM","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.8364001029,
"SOM","LANDCOVER","VEGELOSS1992","PC","A","2004",1.0477418677,
"SOM","LANDCOVER","VEGELOSS1992","PC","A","2018",1.3288186005,
"SOM","LANDCOVER","VEGELOSS1992","PC","A","2019",1.3334435361,
"SOM","LANDCOVER","VEGELOSS2004","PC","A","2018",0.4539864503,
"SOM","LANDCOVER","VEGELOSS2004","PC","A","2019",0.5042893256,
"ZAF","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.2178832684,
"ZAF","LANDCOVER","VEGEGAIN1992","PC","A","2018",0.3350271931,
"ZAF","LANDCOVER","VEGEGAIN1992","PC","A","2019",0.338897522,
"ZAF","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.1462648779,
"ZAF","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.1531560821,
"ZAF","LANDCOVER","VEGELOSS1992","PC","A","2004",1.0746219357,
"ZAF","LANDCOVER","VEGELOSS1992","PC","A","2018",1.6757637861,
"ZAF","LANDCOVER","VEGELOSS1992","PC","A","2019",1.7903742704,
"ZAF","LANDCOVER","VEGELOSS2004","PC","A","2018",0.6344452335,
"ZAF","LANDCOVER","VEGELOSS2004","PC","A","2019",0.7530335453,
"LKA","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.4857819631,
"LKA","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.7746508876,
"LKA","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.1101599746,
"LKA","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.7729872328,
"LKA","LANDCOVER","VEGEGAIN2004","PC","A","2019",4.1976524625,
"LKA","LANDCOVER","VEGELOSS1992","PC","A","2004",6.9222772014,
"LKA","LANDCOVER","VEGELOSS1992","PC","A","2018",7.3999550802,
"LKA","LANDCOVER","VEGELOSS1992","PC","A","2019",7.4478849498,
"LKA","LANDCOVER","VEGELOSS2004","PC","A","2018",0.7684064907,
"LKA","LANDCOVER","VEGELOSS2004","PC","A","2019",0.8857091241,
"SWZ","LANDCOVER","VEGEGAIN1992","PC","A","2004",0.2628965356,
"SWZ","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.0197789073,
"SWZ","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.1405165755,
"SWZ","LANDCOVER","VEGEGAIN2004","PC","A","2018",1.1182591425,
"SWZ","LANDCOVER","VEGEGAIN2004","PC","A","2019",1.2852064534,
"SWZ","LANDCOVER","VEGELOSS1992","PC","A","2004",10.0562793324,
"SWZ","LANDCOVER","VEGELOSS1992","PC","A","2018",11.3843936827,
"SWZ","LANDCOVER","VEGELOSS1992","PC","A","2019",11.4441133895,
"SWZ","LANDCOVER","VEGELOSS2004","PC","A","2018",1.751507563,
"SWZ","LANDCOVER","VEGELOSS2004","PC","A","2019",1.8508124289,
"SYR","LANDCOVER","VEGEGAIN1992","PC","A","2004",7.8864116169,
"SYR","LANDCOVER","VEGEGAIN1992","PC","A","2018",13.0433693126,
"SYR","LANDCOVER","VEGEGAIN1992","PC","A","2019",20.2995696271,
"SYR","LANDCOVER","VEGEGAIN2004","PC","A","2018",6.3344685912,
"SYR","LANDCOVER","VEGEGAIN2004","PC","A","2019",14.254243702,
"SYR","LANDCOVER","VEGELOSS1992","PC","A","2004",15.1814519918,
"SYR","LANDCOVER","VEGELOSS1992","PC","A","2018",21.5343076759,
"SYR","LANDCOVER","VEGELOSS1992","PC","A","2019",21.2530304644,
"SYR","LANDCOVER","VEGELOSS2004","PC","A","2018",7.624472916,
"SYR","LANDCOVER","VEGELOSS2004","PC","A","2019",7.4136393124,
"TJK","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.6792383855,
"TJK","LANDCOVER","VEGEGAIN1992","PC","A","2018",2.0265782441,
"TJK","LANDCOVER","VEGEGAIN1992","PC","A","2019",2.1222434468,
"TJK","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.5690554704,
"TJK","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.6897300598,
"TJK","LANDCOVER","VEGELOSS1992","PC","A","2004",1.1557056725,
"TJK","LANDCOVER","VEGELOSS1992","PC","A","2018",2.962326034,
"TJK","LANDCOVER","VEGELOSS1992","PC","A","2019",3.032144126,
"TJK","LANDCOVER","VEGELOSS2004","PC","A","2018",2.0207359511,
"TJK","LANDCOVER","VEGELOSS2004","PC","A","2019",2.1156980431,
"TZA","LANDCOVER","VEGEGAIN1992","PC","A","2004",2.7444972982,
"TZA","LANDCOVER","VEGEGAIN1992","PC","A","2018",4.7712495115,
"TZA","LANDCOVER","VEGEGAIN1992","PC","A","2019",4.9566474884,
"TZA","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.2072966262,
"TZA","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.4036742454,
"TZA","LANDCOVER","VEGELOSS1992","PC","A","2004",3.0788335475,
"TZA","LANDCOVER","VEGELOSS1992","PC","A","2018",3.8366311739,
"TZA","LANDCOVER","VEGELOSS1992","PC","A","2019",3.8715727783,
"TZA","LANDCOVER","VEGELOSS2004","PC","A","2018",0.934085232,
"TZA","LANDCOVER","VEGELOSS2004","PC","A","2019",0.9795017611,
"THA","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.0973808624,
"THA","LANDCOVER","VEGEGAIN1992","PC","A","2018",3.0885347175,
"THA","LANDCOVER","VEGEGAIN1992","PC","A","2019",3.4607071517,
"THA","LANDCOVER","VEGEGAIN2004","PC","A","2018",2.2256555037,
"THA","LANDCOVER","VEGEGAIN2004","PC","A","2019",2.6459411021,
"THA","LANDCOVER","VEGELOSS1992","PC","A","2004",4.5970839343,
"THA","LANDCOVER","VEGELOSS1992","PC","A","2018",5.1992310718,
"THA","LANDCOVER","VEGELOSS1992","PC","A","2019",5.2470962741,
"THA","LANDCOVER","VEGELOSS2004","PC","A","2018",0.7862747331,
"THA","LANDCOVER","VEGELOSS2004","PC","A","2019",0.8704916952,
"TGO","LANDCOVER","VEGEGAIN1992","PC","A","2004",5.0895619606,
"TGO","LANDCOVER","VEGEGAIN1992","PC","A","2018",8.1601802095,
"TGO","LANDCOVER","VEGEGAIN1992","PC","A","2019",9.775009499,
"TGO","LANDCOVER","VEGEGAIN2004","PC","A","2018",3.1268321282,
"TGO","LANDCOVER","VEGEGAIN2004","PC","A","2019",4.7373648408,
"TGO","LANDCOVER","VEGELOSS1992","PC","A","2004",3.7105791673,
"TGO","LANDCOVER","VEGELOSS1992","PC","A","2018",7.0895076806,
"TGO","LANDCOVER","VEGELOSS1992","PC","A","2019",8.0309938664,
"TGO","LANDCOVER","VEGELOSS2004","PC","A","2018",3.4309486777,
"TGO","LANDCOVER","VEGELOSS2004","PC","A","2019",4.3772972713,
"TTO","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.7488203996,
"TTO","LANDCOVER","VEGEGAIN1992","PC","A","2018",1.7889770103,
"TTO","LANDCOVER","VEGEGAIN1992","PC","A","2019",1.7608673828,
"TTO","LANDCOVER","VEGEGAIN2004","PC","A","2018",0.1715847649,
"TTO","LANDCOVER","VEGEGAIN2004","PC","A","2019",0.1715847649,
"TTO","LANDCOVER","VEGELOSS1992","PC","A","2004",1.1143459492,
"TTO","LANDCOVER","VEGELOSS1992","PC","A","2018",3.6743298866,
"TTO","LANDCOVER","VEGELOSS1992","PC","A","2019",3.903222568,
"TTO","LANDCOVER","VEGELOSS2004","PC","A","2018",2.6755252289,
"TTO","LANDCOVER","VEGELOSS2004","PC","A","2019",2.9309072046,
"TUN","LANDCOVER","VEGEGAIN1992","PC","A","2004",1.4727298351,
"TUN","LANDCOVER","VEGEGAIN1992","PC","A","2018",7.8961673456,
